School,Type_of_Organization,County,School_District,School_City,School_Zip_Code,School_Street,Number_of_Outlets_LT_15_ppb,Number_of_Outlets_GT_15_ppb,Any_Buildings_with_Lead_Free_Plumbing,Out_of_Service,Latitude,Longitude,Median_HH_income,County_population,County_White,County_Black_AfAm,County_Asian,County_Hispanic_Latino
MANHASSET SHS,Public School,Nassau,MANHASSET UNION FREE SCHOOL,MANHASSET,11036,200 MEMORIAL PL,149,0,No,Yes,40.715749, -73.601185,NA,1339532,877309,141305,101558,195355
RUSH HENRIETTA SENIOR HIGH SCHOOL,Public School,Monroe,RUSH HENRIETTA CENTRAL SCHOOL,HENRIETTA,14467,1799 LEHIGH STA RD,322,0,No,No,43.161748, -77.620143,66069,744344,542034,107448,24023,54005
X014,Public School,Bronx,NYC DOE,Bronx,10461,3041 BRUCKNER BOULEVARD,26,0,No,No,40.835318, -73.826277,50329,1385108,151209,416695,47335,741413
K158,Public School,Kings,NYC DOE,Brooklyn,11207,400 ASHFORD STREET,72,0,No,No,40.67259, -73.885214,32642,2504700,893306,799066,260129,496285
Q490,Public School,Queens,NYC DOE,Queens,11411,207- 01 116TH AVENUE,146,0,No,No,40.698786, -73.74633,81390,2230722,616727,395881,508334,613750
ELMA PRIMARY,Public School,Erie,IROQUOIS CENTRAL SCHOOL,ELMA,14059,711 RICE RD,64,0,No,Yes,42.888143, -78.795544,73596,919040,714156,119916,23621,41731
SOUTHAMPTON INTRMD SCH,Public School,Suffolk,SOUTHAMPTON UNION FREE SCHOOL,SOUTHAMPTON,11968,70 LELAND LN,128,0,No,Yes,40.820237, -73.119032,85040,1493350,1068728,102117,50295,246239
X832,Public School,Bronx,NYC DOE,Bronx,10458,690 EAST 183 STREET,8,0,No,No,40.851724, -73.88622,24478,1385108,151209,416695,47335,741413
PIETER B COEYMANS SCHOOL,Public School,Albany,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL DISTRICT,COEYMANS,12045,66 CHURCH ST,87,0,No,No,42.678066, -73.814233,37148,304204,231152,36396,14500,14917
SCHOOL 35 PINNACLE,Public School,Monroe,ROCHESTER CITY SCHOOLS,ROCHESTER,14620,194 FIELD ST,28,3,No,Yes,43.161748, -77.620143,37749,744344,542034,107448,24023,54005
MONTICELLO INDEPENDENT CENTRAL (LEAD ONLY),Public School,Sullivan,MONTICELLO CENTRAL SCHOOL,MONTICELLO,12701,237 FORESTBURGH RD,62,6,No,Yes,41.705166, -74.711705,31058,77547,57780,6349,1033,10554
STONY POINT ELEM SCHOOL,Public School,Rockland,HAVERSTRAW-STONEY POINT CSD,STONY POINT,10980,GURNEE DR,76,20,No,Yes,41.127287, -74.017033,95648,311687,203670,34623,19099,48783
ITHACA S H S,Public School,Tompkins,ITHACA CITY SCHOOLS,ITHACA,14850,1401 N. CAYUGA ST,133,14,No,Yes,42.461024, -76.478784,47022,101564,81490,3773,8680,4264
PELHAM MEMORIAL S H S,Public School,Westchester,PELHAM UNION FREE SCHOOL,PELHAM,10803,640 COLONIAL AVE,134,11,No,Yes,41.039278, -73.805386,145e3,949113,544563,126585,51123,207032
LIVONIA SENIOR HIGH SCHOOL,Public School,Livingston,LIVONIA CENTRAL SCHOOL,LIVONIA,14487,2 BULLDOG BOULEVARD,39,3,No,Yes,42.763754, -77.765392,65997,65393,60296,1491,780,1802
Q859,Public School,Queens,NYC DOE,Queens,11354,30-48 LINDEN PLACE,37,0,No,No,40.769649, -73.833164,48236,2230722,616727,395881,508334,613750
K440,Public School,Kings,NYC DOE,Brooklyn,11225,883 CLASSON AVENUE,192,0,No,No,40.669805, -73.960689,40481,2504700,893306,799066,260129,496285
Q777,Public School,Queens,NYC DOE,Queens,11377,50-15 44TH STREET,75,0,No,No,40.73668, -73.921346,49528,2230722,616727,395881,508334,613750
Q608,Public School,Queens,NYC DOE,Queens,11415,83-30 KEW GARDENS ROAD,27,0,No,No,40.713425, -73.830193,60287,2230722,616727,395881,508334,613750
POUGHKEEPSIE HS,Public School,Dutchess,POUGHKEEPSIE CITY SCHOOLS,POUGHKEEPSIE,12603,70 FORBUS ST,93,5,No,Yes,41.686216, -73.840468,79371,297488,221812,27395,10330,31267
WINTHROP AVENUE SCHOOL,Public School,Nassau,BELLMORE UNION FREE SCHOOL,BELLMORE,11710,580 WINTHROP AVE,141,0,No,Yes,40.715749, -73.601185,104146,1339532,877309,141305,101558,195355
M645,Public School,New York,NYC DOE,Manhattan,10128,320 EAST 96 STREET,47,0,No,No,40.783286, -73.945933,96974,1585873,761493,205340,177624,403577
M470,Public School,New York,NYC DOE,Manhattan,10024,145 WEST 84 STREET,183,0,No,No,40.786134, -73.974483,110091,1585873,761493,205340,177624,403577
COLD SPRING HARBOR H S,Public School,Suffolk,COLD SPRING HARBOR CENTRAL SCH,COLD SPRING HARBOR,11724,TURKEY LN,219,0,No,Yes,40.820237, -73.119032,136936,1493350,1068728,102117,50295,246239
MERRICK AVENUE MIDDLE SCHOOL,Public School,Nassau,BELLMORE-MERRICK CENT SCH,MERRICK,11566,1870 MERRICK AVE,33,0,No,Yes,40.715749, -73.601185,126889,1339532,877309,141305,101558,195355
ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES STANLEY ALT HIGH SCHOOL (LEAD ONLY),BOCES School,Ontario,BOCES No District Name,STANLEY,14561,3501 COUNTY ROAD 20,9,0,No,Yes,42.894571, -77.252045,61739,107931,99119,2226,1111,3679
GREECE ARCADIA MIDDLE SCHOOL,Public School,Monroe,GREECE CENTRAL SCHOOL,ROCHESTER,14612,130 ISLAND COTTAGE RD,156,0,No,Yes,43.161748, -77.620143,61066,744344,542034,107448,24023,54005
K139,Public School,Kings,NYC DOE,Brooklyn,11226,330 RUGBY ROAD,160,0,No,No,40.64134, -73.965862,40146,2504700,893306,799066,260129,496285
JOHN F KENNEDY SCHOOL,Public School,Nassau,GREAT NECK UNION FREE SCHOOL,GREAT NECK,11024,1A GRASSFIELD RD,53,0,No,Yes,40.715749, -73.601185,89964,1339532,877309,141305,101558,195355
WESTERN SUFFOLK BOCES JEA ALT SCHOOL (WHEATLEY)(LEAD ONLY),BOCES School,Suffolk,BOCES No District Name,WHEATLEY HEIGHTS,11798,31 LEE AVENUE,23,0,No,Yes,40.820237, -73.119032,60341,1493350,1068728,102117,50295,246239
E J RUSSELL ELEM SCHOOL,Public School,Orange,PINE BUSH CENTRAL SCHOOL,PINE BUSH,12566,78 HOLLAND AVE,112,0,No,Yes,41.422459, -74.241929,85534,372813,254259,33895,8685,67185
CHERRY AVENUE ELEM SCHOOL,Public School,Suffolk,SAYVILLE UNION FREE SCHOOL,WEST SAYVILLE,11796,155 CHERRY AVE,97,0,No,Yes,40.820237, -73.119032,102500,1493350,1068728,102117,50295,246239
GIFFEN MEMORIAL SCHOOL,Public School,Albany,ALBANY CITY SCHOOL DISTRICT,ALBANY,12202,274 S PEARL ST,123,23,No,Yes,42.678066, -73.814233,31117,304204,231152,36396,14500,14917
SARATOGA SPRINGS H S,Public School,Saratoga,SARATOGA SPRINGS CITY SCHOOLS,SARATOGA SPRINGS,12866,1 BLUE STREAKS BLVD,338,171,No,Yes,43.00894, -73.786779,64696,219607,203647,3053,3880,5279
FARMINGDALE HIGH SCHOOL,Public School,Nassau,FARMINGDALE UNION FREE SCHOOL,FARMINGDALE,11735,150 LINCOLN ST,28,0,No,Yes,40.715749, -73.601185,88462,1339532,877309,141305,101558,195355
PS 97 HARVEY AUSTIN SCHOOL,Public School,Erie,BUFFALO CITY SCHOOLS,BUFFALO,14211,1405 SYCAMORE ST,99,4,No,Yes,42.888143, -78.795544,23090,919040,714156,119916,23621,41731
RENSSELAER COLUMBIA GREENE BOCES (QUESTAR III) RENSSELAER ED CTR (LEAD ONLY),BOCES School,Rensselaer,BOCES No District Name,TROY,12180,35 COLLEEN ROAD,42,0,No,Yes,42.70098, -73.628669,47418,159429,136555,9592,3469,6080
R848,Public School,Richmond,NYC DOE,Staten Island,10312,25 AUGUSTA AVENUE,24,0,No,No,40.552213, -74.169038,87426,468730,300169,44313,34697,81051
CHEEKTOWAGA MIDDLE SCHOOL,Public School,Erie,CHEEKTOWAGA CENTRAL SCHOOL,CHEEKTOWAGA,14225,3600 UNION RD,88,14,No,Yes,42.888143, -78.795544,45443,919040,714156,119916,23621,41731
Q726,Public School,Queens,NYC DOE,Queens,11417,108-01 ROCKAWAY BOULEVARD,10,0,No,No,40.680065, -73.838616,61284,2230722,616727,395881,508334,613750
DREXEL SCHOOL,Public School,Nassau,WESTBURY UNION FREE SCHOOLS,WESTBURY,11590,161 DREXEL AVE,37,6,No,Yes,40.715749, -73.601185,86540,1339532,877309,141305,101558,195355
Q311,Public School,Queens,NYC DOE,Queens,11368,97-36 43RD AVENUE,131,0,No,No,40.74592, -73.865239,46325,2230722,616727,395881,508334,613750
STILLWATER J S H S,Public School,Saratoga,STILLWATER CENTRAL SCHOOL,STILLWATER,12170,1068 Husdon Ave,187,67,No,Yes,43.00894, -73.786779,68846,219607,203647,3053,3880,5279
PINE PARK ELEMENTARY SCHOOL,Public School,Suffolk,BRENTWOOD UNION FREE SCHOOL,BRENTWOOD,11717,VOORHIS DR,35,0,No,Yes,40.820237, -73.119032,68937,1493350,1068728,102117,50295,246239
HILLSIDE GRADE SCHOOL,Public School,Nassau,NEW HYDE PK-GARDEN CITY PK UFSD,NEW HYDE PARK,11040,150 W MAPLE DR,18,0,No,Yes,40.715749, -73.601185,99793,1339532,877309,141305,101558,195355
ALTON B PARKER SCHOOL,Public School,Cortland,CORTLAND CITY SCHOOLS,CORTLAND,13045,MADISON AVE,73,0,No,Yes,42.597101, -76.143291,44840,49336,46252,705,412,1094
MILLBROOK HIGH SCHOOL,Public School,Dutchess,MILLBROOK CENTRAL SCHOOL,MILBROOK,12545,70 CHURCH ST,56,0,No,Yes,41.686216, -73.840468,61216,297488,221812,27395,10330,31267
R016,Public School,Richmond,NYC DOE,Staten Island,10301,80 MONROE AVENUE,139,0,No,No,40.639638, -74.079594,54792,468730,300169,44313,34697,81051
M912,Public School,New York,NYC DOE,Manhattan,10036,522 WEST 44TH STREET,245,0,No,No,40.760858, -73.996262,64013,1585873,761493,205340,177624,403577
K147,Public School,Kings,NYC DOE,Brooklyn,11206,325 BUSHWICK AVENUE,89,0,No,No,40.705005, -73.93879,28584,2504700,893306,799066,260129,496285
PALMYRA MACEDON S H S,Public School,Wayne,PALMYRA-MACEDON CENTRAL SCHOOL,PALMYRA,14522,151 HYDE PKY,151,0,No,Yes,43.144336, -77.117995,51869,93772,85318,2743,465,3476
HAMILTON JSHS,Public School,Madison,HAMILTON CENTRAL SCHOOL,HAMILTON,13346,W KENDRICK AVENUE,10,0,No,No,42.986917, -75.720031,59235,73442,68916,1260,576,1316
WESTMERE ES,Public School,Albany,GUILDERLAND CENTRAL SCHOOL DISTRICT,ALBANY,12203,6270 JOHNSTON RD,104,0,No,Yes,42.678066, -73.814233,54035,304204,231152,36396,14500,14917
SADDLEWOOD ES,Public School,Albany,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,ALBANY,12205,100 LORALEE DR,55,0,No,No,42.678066, -73.814233,64953,304204,231152,36396,14500,14917
WSWHE BOCES HORSE BARN FOR HORSE CARE (LEAD ONLY),BOCES School,Washington,BOCES No District Name,GANSEVOORT,12831,22 SCOUT ROAD,1,0,No,No,43.289513, -73.454761,73728,63216,58996,1734,260,1446
RED CREEK J S H S (and MS for lead reporting),Public School,Wayne,RED CREEK CENTRAL SCHOOL,RED CREEK,13143,RED CREEK J S H S,93,14,No,Yes,43.144336, -77.117995,46512,93772,85318,2743,465,3476
X174,Public School,Bronx,NYC DOE,Bronx,10473,456 WHITE PLAINS ROAD,143,0,No,No,40.815043, -73.85607,37616,1385108,151209,416695,47335,741413
X020,Public School,Bronx,NYC DOE,Bronx,10467,3050 WEBSTER AVENUE,218,0,No,No,40.869482, -73.878731,35358,1385108,151209,416695,47335,741413
MILTON TERRACE NORTH ELEMENTARY SCHOOL,Public School,Saratoga,BALLSTON SPA CENTRAL SCHOOL,BALLSTON SPA,12020,200 WOOD RD,92,3,No,Yes,43.00894, -73.786779,66770,219607,203647,3053,3880,5279
PUTNAM VALLEY HIGH SCHOOL,Public School,Putnam,PUTNAM VALLEY CENTRAL SCHOOL,PUTNAM VALLEY,10579,146 PEEKSKILL HOLLOW RD,145,1,No,Yes,41.41131, -73.717443,102589,99710,82709,2047,1832,11661
X946,Public School,Bronx,NYC DOE,Bronx,10461,1166 NEILL AVENUE,8,0,No,No,40.854277, -73.852746,50329,1385108,151209,416695,47335,741413
GLENWOOD LANDING ELEM SCHOOL,Public School,Nassau,NORTH SHORE CENTRAL SCHOOL,GLENWOOD LANDING,11547,60 CODY AVE,43,0,No,Yes,40.715749, -73.601185,110667,1339532,877309,141305,101558,195355
X055,Public School,Bronx,NYC DOE,Bronx,10456,450 SAINT PAUL'S PLACE,90,0,No,No,40.835934, -73.90497,22604,1385108,151209,416695,47335,741413
PORT JERVIS MS,Public School,Orange,PORT JERVIS CITY SCHOOLS,PORT JERVIS,12771,118 E MAIN ST,53,7,No,Yes,41.422459, -74.241929,44921,372813,254259,33895,8685,67185
PROSPECT ELEMENTARY SCHOOL,Public School,Nassau,HEMPSTEAD UNION FREE SCHOOL,HEMPSTEAD,11550,265 PENNINSULA BLVD,91,1,No,Yes,40.715749, -73.601185,54776,1339532,877309,141305,101558,195355
MT MORRIS CENTRAL SCHOOL K-12,Public School,Livingston,MOUNT MORRIS CENTRAL SCHOOL,MT MORRIS,14510,30 BONADONNA AVE,91,5,No,Yes,42.763754, -77.765392,43500,65393,60296,1491,780,1802
HOLBROOK ROAD SCHOOL,Public School,Suffolk,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,CENTEREACH,11720,HOLBROOK RD,15,0,No,Yes,40.820237, -73.119032,94307,1493350,1068728,102117,50295,246239
Q922,Public School,Queens,NYC DOE,Queens,11355,171-11 35 AVENUE,2,0,No,No,40.765459, -73.794323,43248,2230722,616727,395881,508334,613750
WALNUT STREET SCHOOL,Public School,Nassau,UNIONDALE UNION FREE SCHOOL,UNIONDALE,11553,1270 WALNUT ST,43,0,No,Yes,40.715749, -73.601185,72431,1339532,877309,141305,101558,195355
ORANGE ULSTER BOCES CAREER AND TECH ED CTR 400 BLDG (LEAD ONLY),BOCES School,Orange,BOCES No District Name,GOSHEN,10924,47 GIBSON ROAD,16,0,No,Yes,41.422459, -74.241929,86310,372813,254259,33895,8685,67185
SOUTH MIDDLE SCHOOL,Public School,Orange,NEWBURGH ENLARGED CITY SCHOOL DISTRICT,NEWBURGH,12550,33-63 MONUMENT ST,74,8,No,Yes,41.422459, -74.241929,55036,372813,254259,33895,8685,67185
R019,Public School,Richmond,NYC DOE,Staten Island,10310,780 POST AVENUE,122,0,No,No,40.630563, -74.126851,62457,468730,300169,44313,34697,81051
REMSEN J S H S,Public School,Oneida,REMSEN CENTRAL SCHOOL,REMSEN,13438,9733 MAIN ST,57,26,No,Yes,43.149482, -75.361773,56481,234878,199254,13682,6522,10819
ARCHER STREET SCHOOL,Public School,Nassau,FREEPORT UNION FREE SCHOOL,FREEPORT,11520,255 ARCHER ST,35,0,No,Yes,40.715749, -73.601185,70516,1339532,877309,141305,101558,195355
WSWHE BOCES SOUTH ADIRONDACK EDUCATIONAL CENTER BUILDING K (LEAD ONLY),BOCES School,Washington,BOCES No District Name,HUDSONFALLS,12839,1051 DIX AVENUE,NA,NA,No,No,43.289513, -73.454761,44869,63216,58996,1734,260,1446
PS 305 MCKINLEY HIGH  SCHOOL,Public School,Erie,BUFFALO CITY SCHOOLS,BUFFALO,14207,1500 ELMWOOD AVE,238,17,No,Yes,42.888143, -78.795544,25593,919040,714156,119916,23621,41731
NESAQUAKE MIDDLE SCHOOL,Public School,Suffolk,SMITHTOWN CENTRAL SCHOOL DISTRICT,ST. JAMES,11780,479 EDGEWOOD AVE,25,0,No,Yes,40.820237, -73.119032,108073,1493350,1068728,102117,50295,246239
LONG LAKE CENTRAL SCHOOL,Public School,Hamilton,LONG LAKE CENTRAL SCHOOL,LONG LAKE,12847,20 SCHOOL ROAD,48,8,No,Yes,43.618468, -74.395268,57232,4836,4664,33,24,51
X152,Public School,Bronx,NYC DOE,Bronx,10472,1007 EVERGREEN AVENUE,145,0,No,No,40.823941, -73.880479,31594,1385108,151209,416695,47335,741413
LA FAYETTE S H S,Public School,Onondaga,LA FAYETTE CENTRAL SCHOOL,LAFAYETTE,13084,3122 US Route 11N,88,0,No,Yes,43.065629, -76.168033,65300,467026,370040,48696,14370,18829
K735,Public School,Kings,NYC DOE,Brooklyn,11226,249 EAST 17TH STREET,50,0,No,No,40.644927, -73.962743,40146,2504700,893306,799066,260129,496285
K331,Public School,Kings,NYC DOE,Brooklyn,11209,7002 4TH AVENUE,178,0,No,No,40.633598, -74.02395,57713,2504700,893306,799066,260129,496285
HARRY B THOMPSON MIDDLE SCHOOL,Public School,Nassau,SYOSSET CENTRAL SCHOOL,SYOSSET,11791,98 ANN DR,37,0,No,Yes,40.715749, -73.601185,137796,1339532,877309,141305,101558,195355
Q989,Public School,Queens,NYC DOE,Queens,11418,85-11 102 STREET,2,0,No,No,40.697941, -73.846135,58965,2230722,616727,395881,508334,613750
CENTRE AVENUE ELEM SCHOOL,Public School,Nassau,EAST ROCKAWAY U F S,EAST ROCKAWAY,11518,55 CENTRE AVE,24,2,No,Yes,40.715749, -73.601185,95991,1339532,877309,141305,101558,195355
K167,Public School,Kings,NYC DOE,Brooklyn,11213,1025 EASTERN PARKWAY,60,0,No,No,40.669557, -73.934316,35344,2504700,893306,799066,260129,496285
K655,Public School,Kings,NYC DOE,Brooklyn,11217,345 DEAN STREET,76,0,No,No,40.683951, -73.980266,78591,2504700,893306,799066,260129,496285
ROCHESTER YOUNG MOTHERS/INTRM HEALTH ACADEMY/YOUTH & JUSTICE PRGM (LEAD ONLY),Public School,Monroe,ROCHESTER CITY SCHOOLS,ROCHESTER,14605,30 HART ST,62,2,No,Yes,43.161748, -77.620143,18309,744344,542034,107448,24023,54005
M281,Public School,New York,NYC DOE,Manhattan,10016,425 EAST 35TH STREET,135,0,No,No,40.744288, -73.972592,101979,1585873,761493,205340,177624,403577
SYCAMORE AVENUE ELEM SCHOOL,Public School,Suffolk,CONNETQUOT CENT SCH OF ISLIP,BOHEMIA,11716,745 SYCAMORE AVE,34,0,No,Yes,40.820237, -73.119032,99742,1493350,1068728,102117,50295,246239
N A WALBRAN ELEM SCHOOL,Public School,Oneida,ORISKANY CENTRAL SCHOOL,ORISKANY,13424,N A WALBRAN ELEM SCHOOL,99,8,No,Yes,43.149482, -75.361773,62188,234878,199254,13682,6522,10819
LA WEBBER MIDDLE/HIGH SCHOOL,Public School,Orleans,LYNDONVILLE CENTRAL SCHOOL,LYNDONVILLE,14098,HOUSEL AVE,94,32,No,Yes,43.248394, -78.218438,52933,42883,37658,2368,173,1757
